Place_Id,Place_Name,Description,Category,City,Tags
222,Museum Konferensi Asia Afrika,"Museum Konferensi Asia Afrika merupakan salah satu museum yang berada di kota Bandung yang terletak di Jalan Asia Afrika No. 65. Museum ini merupakan memorabilia Konferensi Asia Afrika. Museum ini memiliki hubungan yang sangat erat dengan Gedung Merdeka. Secara keseluruhan Gedung Merdeka memiliki dua bangunan utama, yang pertama disebut Gedung Merdeka sebagai tempat sidang utama, sedangkan yang berada di samping Gedung Merdeka adalah Museum Konferensi Asia Afrika sebagai tempat memorabilia Konferensi Asia Afrika. Latar belakang dibangunnya museum ini adalah adanya keinginan dari para pemimpin bangsa-bangsa di Asia dan Afrika untuk mengetahui tentang Gedung Merdeka dan sekitarnya tempat Konferensi Asia Afrika berlangsung. Hal ini membuat Menteri Luar Negeri Republik Indonesia, Prof. Dr. Mochtar Kusumaatmadja, S.H., LL.M memiliki ide untuk membangun sebuah museum. Ide tersebut disampaikannya pada forum rapat Panitia Peringatan 25 tahun Konferensi Asia Afrika (1980) yang dihadiri oleh Direktur Jenderal Kebudayaan Prof. Dr. Haryati Soebadio sebagai wakil dari Departemen Pendidikan dan Kebudayaan. Kemudian museum ini diresmikan pada tanggal 24 April 1980 bertepatan dengan peringatan 25 tahun Konferensi Asia Afrika.",Budaya,Bandung,museum konferensi asia afrika salah museum kota bandung letak jalan asia afrika no 65 museum memorabilia konferensi asia afrika museum milik hubung erat gedung merdeka cara gedung merdeka milik bangun utama gedung merdeka sidang utama samping gedung merdeka museum konferensi asia afrika memorabilia konferensi asia afrika latar bangun museum pimpin asia afrika gedung merdeka konferensi asia afrika hal menteri luar negeri republik indonesia mochtar kusumaatmadja milik ide bangun museum ide sampai forum rapat panitia ingat 25 konferensi asia afrika 1980 hadir direktur jenderal budaya haryati soebadio wakil departemen didik budaya kemudian museum resmi tanggal 24 april 1980 tepat ingat 25 konferensi asia afrika
223,Masjid Raya Bandung,"Masjid Raya Bandung Provinsi Jawa Barat, yang dulu dikenal dengan nama Masjid Agung Bandung adalah masjid yang berada di Kota Bandung, Jawa Barat, Indonesia. Status masjid ini adalah sebagai masjid provinsi bagi Jawa Barat. Masjid ini pertama dibangun tahun 1810, dan sejak didirikannya, Masjid Agung telah mengalami delapan kali perombakan pada abad ke-19, kemudian lima kali pada abad 20 sampai akhirnya direnovasi lagi pada tahun 2001 sampai peresmian Masjid Raya Bandung 4 Juni 2003 yang diresmikan oleh Gubernur Jabar saat itu, H.R. Nuriana. Masjid baru ini, yang bercorak Arab, menggantikan Masjid Agung yang lama, yang bercorak khas Sunda.\nMasjid Raya Bandung, seperti yang kita lihat sekarang, terdapat dua menara kembar di sisi kiri dan kanan masjid setinggi 81 meter yang selalu dibuka untuk umum setiap hari Sabtu dan Minggu. Atap masjid diganti dari atap joglo menjadi satu kubah besar pada atap tengah dan yang lebih kecil pada atap kiri-kanan masjid serta dinding masjid terbuat dari batu alam kualitas tinggi. Kini luas tanah keseluruhan masjid adalah 23.448 m² dengan luas bangunan 8.575 m² dan dapat menampung sekitar 13.000 jamaah.",Tempat Ibadah,Bandung,masjid raya bandung provinsi jawa barat kenal nama masjid agung bandung masjid kota bandung jawa barat indonesia status masjid masjid provinsi jawa barat masjid bangun 1810 diri masjid agung alami delapan kali ombak abad kali abad 20 renovasi 2001 resmi masjid raya bandung 4 juni 2003 resmi gubernur jabar nuriana masjid corak arab ganti masjid agung corak khas raya bandung lihat menara kembar sisi kiri kanan masjid 81 meter buka sabtu minggu atap masjid ganti atap joglo kubah atap atap masjid dinding masjid buat batu alam kualitas kini luas tanah masjid m luas bangun m tampung jamaah
224,Dago Dreampark,Dago Dreampark merupakan wisata kekinian di Kota Bandung dengan luas 13 hektar yang mengusung konsep Jawa - Sunda & Bali dengan dilengkapi berbagai fasilitas & wahana yang menarik.,Taman Hiburan,Bandung,dago dreampark wisata kini kota bandung luas 13 hektar usung konsep jawa sunda bal lengkap fasilitas wahana tarik
225,Orchid Forest Cikole,"Orchid Forest Cikole Lembang sudah berdiri sejak Agustus tahun 2017. Tempat ini merupakan taman anggrek terluas di Indonesia. Berada di tengah kawasan hutan lindung dan terbentang seluas 12 hektar. Setidaknya terdapat 157 jenis bunga anggrek beraneka macam dikembangkan di sini. Orchid Forest Cikole Bandung memfokuskan diri untuk memperkenalkan dan membudidayakan berbagai tanaman anggrek. Menggunakan metode lokal maupun internasional. Spesies Anggreknya tidak hanya berasal dari Indonesia yang memang merupakan negara kedua terbanyak memiliki varian anggrek. Tanaman anggrek di Orchid Forest juga berasal dari negara lain, seperti Venezuela, Argentina, Filipina, Peru, dan Amerika serikat.",Taman Hiburan,Bandung,orchid forest cikole lembang diri agustus 2017 tempat taman anggrek luas indonesia ada kawasan hutan lindung bentang luas 12 hektar tidak 157 jenis bunga anggrek aneka kembang orchid forest cikole bandung fokus kenal membudidayakan tanam anggrek guna metode lokal internasional spesies anggrek asal indonesia negara milik varian anggrek tanam anggrek orchid forest asal negara venezuela argentina filipina peru amerika serikat
226,Kawasan Punclut,"Punclut yang merupakan singkatan dari Puncak Ciumbuleuit adalah salah satu kawasan yang terletak di sebelah utara Kota Bandung. Kawasan ini terletak 7 kilometer dari pusat kota Bandung. Pada akhir pekan, kawasan Punclut dipenuhi oleh wisatawan yang datang untuk berwisata dan menikmati pemandangan Kota Bandung. Banyak warga maupun wisatawan yang menggunakan kawasan ini untuk melakukan jalan atau olahraga pagi setiap hari Minggu.",Taman Hiburan,Bandung,punclut singkat puncak ciumbuleuit salah kawasan letak belah utara kota bandung kawasan letak 7 kilometer pusat kota bandung pada pekan kawasan punclut penuh wisatawan wisata nikmat pandang kota bandung banyak warga wisatawan kawasan jalan olahraga pagi minggu
227,Alun-Alun Kota Bandung,Alun-alun Bandung adalah pusat kota Bandung yang dicirikan oleh sebidang tanah yang luas. Di sekelilingnya ada bangunan-bangunan fungsional. Tempatnya ada di dekat Grote Postweg.,Taman Hiburan,Bandung,bandung pusat kota bandung ciri bidang tanah luas di keliling fungsional tempat grote postweg
228,Museum Sri Baduga,"Museum Sri Baduga merupakan sebuah museum yang terletak di kota Bandung, Jawa Barat, Indonesia.\nMuseum ini dikelola oleh pemerintah provinsi Jawa Barat, yang mulai didirikan pada tahun 1974 dengan memanfaatkan bangunan lama bekas Kawedanan Tegallega, yang kemudian diresmikan pada tanggal 5 Juni 1980 oleh Menteri Pendidikan dan Kebudayaan waktu itu, Daoed Joesoef.\nPenamaan museum ini diambil dari gelar salah seorang raja Pajajaran, Sri Baduga Maharaja sebagaimana tertulis pada Prasasti Batutulis. Dan kemudian ditetapkan melalui Kepmendikbud nomor 02223/0/1990 tanggal 4 April 1990.",Budaya,Bandung,museum sri baduga museum letak kota bandung jawa barat kelola perintah provinsi jawa barat diri 1974 manfaat bangun bekas kawedanan tegallega resmi tanggal 5 juni 1980 menteri didik budaya daoed museum ambil gelar salah raja pajajaran sri baduga maharaja tulis prasasti batutulis dan tetap kepmendikbud nomor tanggal 4 april 1990
229,Rabbit Town,"Rabbit Town Bandung merupakan salah satu wisata unik di Bandung yang didirikan pada 11 Januari 2018. Tempat wisata yang menjadikan hewan kelinci sebagai ikon utama. Pada seluruh dekorasi dibuat dengan tampilan selucu mungkin dan juga menampilkan berbagai jenis kelinci lucu. Pengunjung yang tertarik dengan hewan ini bisa membawa pulang kelinci dengan membelinya terlebih dahulu. Tempat wisata ini dimiliki oleh CEO Chairman Kaum Group yaitu Pak Henry Husada. Pak Henry sendiri dengan sengaja menjadikan salah satu rumahnya yang memiliki luas dua hektar dengan 30 kamar, dibangun sebuah objek wisata unik. Selain adanya spesies kelinci, tempat ini juga menyuguhkan spot foto bagus. Tak hanya itu, di dalam wisata ini juga terdapat beberapa wahana untuk anak-anak sehingga bagi pengunjung yang membawa serta anaknya akan merasa betah berlama-lama.",Taman Hiburan,Bandung,rabbit town bandung salah wisata unik bandung diri 11 januari 2018 tempat wisata jadi hewan kelinci ikon utama pada dekorasi tampil lucu tampil jenis kelinci lucu unjung tarik hewan bawa pulang kelinci bel tempat wisata milik ceo chairman kaum group pak henry husada pak henry sengaja jadi salah rumah milik luas hektar 30 kamar bangun objek wisata unik selain spesies kelinci suguh spot foto bagus tak wisata wahana unjung bawa anak betah
230,Stone Garden Citatah,"Stone  Garden, adalah sebutan nama untuk hamparan tanah yang diisi oleh  formasi batuan tak beraturan yang indah dan membentuk taman alam.Bandung  memiliki banyak wisata alam yang sangat luar biasa. Ternyata Bandung  memiliki wisata alam gua, yaitu Gua Pawon dan wisata Stone Garden. Gua  Pawon merupakan gua yang terbentuk pada zaman purba.Gua ini digunakan  oleh manusia purba sebagai tempat berlindung. Dan uniknya di atas Gua  Pawon terdapat hamparan bebatuan yang sangat indah dengan pemandangan  luar biasa dikenal dengan nama Stone Garden -Taman Batu. Tidak kalah  indah dengan wisata alam Tangkuban Perahu, Kawah Putih Ciwidey, dan Situ  Patengan merupakan kawasan wisata alam yang sering dikunjungi oleh  banyak wisatawan lokal maupun mancanegara. ",Taman Hiburan,Bandung,stone garden sebut nama hampar tanah isi formasi batu atur indah bentuk taman milik wisata alam nyata bandung milik wisata alam gua gua pawon wisata stone garden gua pawon gua bentuk zaman manusia purba lindung dan unik gua pawon hampar bebatuan indah pandang kenal nama stone garden batu tidak kalah indah wisata alam tangkuban perahu kawah putih ciwidey situ patengan kawasan wisata alam kunjung wisatawan lokal mancanegara
231,The Great Asia Africa,"Kota Bandung tampaknya tidak pernah kehabisan ide kreatif dalam mengembangkan destinasi wisata. Berbagai tujuan berlibur tersedia di sini, mulai dari wisata kuliner, sejarah, hingga edukasi. Kemasannya pun dengan cara yang unik dan menarik, seperti yang ada di The Great Asia Africa. Kawasan wisata teranyar di Lembang ini menawarkan pengalaman menjelajahi beberapa negara di dua benua, selaras dengan namanya.",Taman Hiburan,Bandung,kota bandung habis ide kreatif kembang destinasi wisata bagai tuju libur sedia wisata kuliner sejarah edukasi kemas unik tarik the great asia africa kawasan wisata anyar lembang tawar alam jajah negara benua selaras nama
232,Bukit Moko,"Bandung sebagai destinasi wisata tak pernah ada habisnya. Didukung dengan lanskap yang cantik, kawasan Bandung mampu menarik perhatian wisatawan. Baik dari segi alam, budaya, kuliner, dan seni kreatif secara bersamaan. Dari sekian banyak tempat wisata yang tersedia, Bukit Moko Bandung menjadi salah satu yang cukup populer namanya dalam beberapa tahun belakangan. Berada di ketinggian sekitar 1500 mdpl, Bukit Moko memiliki cuaca yang sejuk. Bagi pengunjung yang tidak biasa di cuaca ini, ada baiknya membawa jaket tebal apalagi jika datang saat musim penghujan.",Cagar Alam,Bandung,bandung destinasi wisata habis dukung lanskap cantik kawasan bandung tarik perhati wisatawan baik segi alam budaya kuliner seni kreatif sama dari sekian wisata sedia bukit moko bandung salah populer nama ada tinggi 1500 mdpl bukit moko milik cuaca sejuk bagi unjung cuaca baik bawa jaket tebal musim hujan
233,Gunung Papandayan,"Gunung Papandayan adalah gunung api strato yang terletak di Kabupaten Garut, Jawa Barat tepatnya di Kecamatan Cisurupan. Gunung dengan ketinggian 2665 meter di atas permukaan laut itu terletak sekitar 70 km sebelah tenggara Kota Bandung.\nPada Gunung Papandayan, terdapat beberapa kawah yang terkenal. Di antaranya Kawah Mas, Kawah Baru, Kawah Nangklak, dan Kawah Manuk. Kawah-kawah tersebut mengeluarkan uap dari sisi dalamnya.\nTopografi di dalam kawasan curam, berbukit dan bergunung serta terdapat tebing yang terjal. Menurut kalisifikasi Schmidt dan Ferguson termasuk type iklim B, dengan curah hujan rata-rata 3.000 mm/thn, kelembaban udara 70 – 80 % dan temperatur 10 °C.",Cagar Alam,Bandung,gunung papandayan gunung api strato letak kabupaten garut jawa barat tepat camat cisurupan gunung tinggi 2665 meter muka laut letak 70 km belah tenggara kota gunung papandayan kawah kenal di kawah ma kawah baru kawah nangklak kawah manuk keluar uap sisi kawasan curam bukit gunung tebing terjal turut kalisifikasi schmidt ferguson type iklim b curah hujan kelembaban udara 70 80 temperatur 10
234,Amazing Art World,"Amazing Art World Bandung, sebuah objek wisata yang terletak di Bandung, yang menegaskan bahwa destinasi wisata itu bukan hanya sekedar tentang pantai, air terjun, atau wisata alam lainnya saja. Hasil karya lukisanpun ternyata mampu menjadi sebuah destinasi wisata yang sangat menyenangkan. Apalagi lukisan 3D, selain keren, tetapi mampu membuat manipulasi bagi mata para pengunjung. Luasnya Amazing Art World Bandung menjadikannya sebagai salah-satu museum lukisan 3D terbesar, bukan hanya di tingkat nasional, tetapi di dunia.",Budaya,Bandung,amazing art world bandung objek wisata letak bandung destinasi wisata dar pantai air terjun wisata alam hasil karya lukis destinasi wisata senang apalagi lukis 3d keren manipulasi mata unjung luas amazing art world bandung jadi museum lukis 3d besar tingkat nasional dunia
235,Gua Belanda,"Gua Belanda Bandung merupakan sebuah gua yang berada dalam kawasan yang sekarang ditetapkan sebagai Taman Hutan Raya Ir. H. Djuanda adalah bentangan pegunungan dari Barat sampai ke Timur yang merupakan “tangki air raksasa alamiah” untuk cadangan di musim kemarau. Di daerah Aliran Sungai Cikapundung yang ada di Taman Hutan Raya Ir. H. Djuanda pada masa pendudukan Belanda dibangun Pembangkit Listrik Tenaga Air (PLTA) Bengkok yang merupakan PLTA pertama di Indonesia pada tahun 1918, dimana terowongan tersebut melewati Perbukitan batu pasir tufaan.",Cagar Alam,Bandung,gua belanda bandung gua kawasan tetap taman hutan raya ir djuanda bentang gunung barat timur tangki air raksasa alamiah cadang musim kemarau di daerah alir sungai cikapundung taman hutan raya ir djuanda duduk belanda bangun bangkit listrik tenaga air plta bengkok plta indonesia 1918 mana terowongan lewat bukit batu pasir tufa
236,Taman Balai Kota Bandung,"Taman Balai Kota Bandung merupakan sebuah taman kota yang terletak di Kota Bandung. Taman ini berada di sebelah selatan Balai Kota Bandung. Saat ini, Taman Balai Kota Bandung terdiri dari dua taman yang menyatu, antara lain Taman Dewi Sartika dan Taman Badak. Kedua taman tersebut diresmikan oleh Walikota Bandung saat itu, Ridwan Kamil, pada tanggal 19 Desember 2017.",Taman Hiburan,Bandung,taman balai kota bandung taman kota letak kota bandung taman belah selatan balai kota bandung saat taman balai kota bandung taman satu taman dewi sartika taman badak dua taman resmi walikota bandung ridwan kamil tanggal 19 desember 2017
237,Panghegar Waterboom Bandung,"Panghegar Waterboom Bandung merupakan salah satu destinasi wisata yang wajib dikunjungi bagi wisatawan yang hendak mengajak buah hatinya bermain air. Terletak di Buah Batu, lokasi ini kerap kali diincar saat akhir pekan. Tak hanya menyuguhkan kolam renang, tempat ini juga menyediakan berbagai wahana menarik yang sayang jika dilewatkan. Terdiri dari seluncuran air yang dibagi untuk 2 kategori yaitu seluncuran orang dewasa dan seluncuran anak-anak. Destinasi rekreasi keluarga menawarkan beragam kegiatan seru, baik untuk anak-anak maupun dewasa. Terdapat beberapa jenis kolam yang bisa dicoba: kolam ombak, kolam mini, kolam arus, dan lain sebagainya. Ada pun yang paling baru di Panghegar Waterboom Bandung yaitu kolam air panas yang disajikan bagi wisatawan yang hendak berendam.",Taman Hiburan,Bandung,panghegar waterboom bandung salah destinasi wisata wajib kunjung wisatawan ajak buah hati main air letak buah batu lokasi kerap kali incar pekan tak suguh kolam renang sedia wahana tarik sayang lewat diri seluncur air bagi 2 kategori seluncur orang dewasa seluncur destinasi rekreasi keluarga tawar agam giat seru dewasa dapat jenis kolam coba kolam ombak kolam mini kolam arus ada panghegar waterboom bandung kolam air panas saji wisatawan rendam
238,Gunung Manglayang,"Gunung Manglayang adalah sebuah gunung bertipe Stratovolcano yang terletak di antara Kota Bandung dan Kabupaten Sumedang, Jawa Barat, Indonesia dan memiliki ketinggian sekitar 1818 mdpl. Pemandangannya cukup indah, tetapi karena relatif tidak terlalu tinggi, sehingga kurang dikenal oleh pendaki-pendaki gunung pada umumnya.Dalam deretan gunung-gunung Burangrang – Tangkuban Perahu – Bukit Tunggul – Gunung Manglayang, Gunung Manglayang menjadi gunung yang terindah dari rangkaian keempat gunung tersebut. Mungkin itulah sebabnya di kalangan para penggiat alam bebas, gunung ini sempat terlupakan terkecuali para penggiat alam bebas dari Bandung dan sekitarnya. Walaupun begitu, Gunung Manglayang tetap menawarkan pesona alamnya tersendiri.",Cagar Alam,Bandung,gunung manglayang gunung tipe stratovolcano letak kota bandung kabupaten sumedang jawa barat indonesia milik tinggi 1818 mdpl pandang indah relatif kenal gunung deret burangrang tangkuban perahu bukit tunggul gunung manglayang gunung manglayang gunung indah rangkai empat gunung mungkin kalang giat alam bebas gunung lupa kecuali giat alam bebas bandung walaupun gunung manglayang tawar pesona alam sendiri
239,Lembang Park & Zoo,"Di Lembang Park & Zoo ada 370 ekor satwa, lengkap dari berbagai jenis herbivora, karnivora, dan omnivora. Luas total tempat ini mencapai 20 hektar, namun baru 10 hektar yang dikembangkan. Sisanya akan dikembangkan sebagai wisata berkonsep safari. Di area safari tersebut, pengunjung bisa berkeliling menggunakan kendaraan untuk melihat satwa yang bebas dilepas di area tersebut.",Cagar Alam,Bandung,di lembang park zoo 370 ekor satwa lengkap jenis herbivora karnivora omnivora luas total capai 20 hektar 10 hektar kembang sisa kembang wisata konsep safari di area safari unjung keliling kendara satwa bebas lepas area
240,Taman Lalu Lintas Ade Irma Suryani Nasution,"Taman Lalu-lintas Ade Irma Suryani adalah sebuah taman rekreasi yang ada di jantung kota Bandung, Jawa Barat, Indonesia. Selain sebagai taman dan tempat bermain, di sini juga dijadikan pusat latihan membaca rambu-rambu lalu lintas. Taman Lalu Lintas memiliki pengertian bahwa sebuah taman lalu lintas atau traffic taman anak-anak adalah sebuah taman di mana anak-anak dapat mempelajari aturan jalan . Sebuah taman lalu lintas juga disebut sebuah desa taman transportasi atau lalu lintas taman atau keselamatan tergantung pada lokal .Taman lalu lintas sering dibuat sebagai daya tarik dalam taman yang lebih besar . Dalam kasus lain, mereka sekali pakai taman dan sering dalam skala kecil . Mereka dapat ditemukan di daerah perkotaan maupun pedesaan .",Taman Hiburan,Bandung,taman ade irma suryani taman rekreasi jantung kota bandung jawa barat indonesia selain taman main jadi pusat latih baca lintas taman lalu lintas milik erti taman lintas traffic taman taman ajar atur jalan buah taman lintas desa taman transportasi lintas taman selamat gantung lokal lintas daya tarik taman dalam pakai taman skala mereka temu daerah kota desa
241,Lawangwangi Creative Space,"Lawangwangi merupakan sebuah galeri seni dengan konsep retro modern. Mememadukan keindahan alam dan cita rasa kuliner. Hmm, bikin penasaran ya Teman Traveler. Lawangwangi Creative Space sebelumnya hanya sekedar menyediakan Lab Math dan Art Space bagi para pecinta dan penikmat seni. Pengunjung bisa menemukan sebuah ruangan khusus untuk memamerkan kreasi dari beragam seniman. Karya yang ditampilkan berbeda-beda tiap bulan. Namun galeri seni yang mulanya diprediksi dapat menarik banyak pengunjung, rupanya justru kurang diminati. Akhirnya dengan memadukan keindahan alam sekitar bangunan, dibangunlah sebuah kafe modern dengan nuansa seni.",Taman Hiburan,Bandung,lawangwangi galeri seni konsep retro modern madu indah alam cita kuliner hmm bikin penasaran ya teman traveler lawangwangi creative space dar sedia lab math art space cinta nikmat seni unjung temu ruang khusus pamer kreasi agam seniman karya tampil namun galeri seni prediksi tarik unjung mati akhir madu indah alam bangun bangun kafe modern nuansa seni
242,Curug Dago,Curug Dago Kota Bandung Jawa Barat berada di ketinggian 800 meter di atas permukaan air laut dengan tinggi air terjun mencapai 12 meter. Air terjun ini terbentuk sebagai akibat aliran Sungai Cikapundung yang mengalir sepanjang area Maribaya hingga Kota Bandung. Curug Dago pakar Bandung punya nilai historis yang tinggi dengan jejak sejarah hingga Kerajaan Thailand. Alasannya adalah dengan adanya prasasti Kerajaan Thailand dari abad ke-18 yang bertuliskan nama Raja Chulalongkom III atau Rama V dari Kerajaan Thailand.,Cagar Alam,Bandung,curug dago kota bandung jawa barat tinggi 800 meter muka air laut air terjun capai 12 meter air terjun bentuk akibat alir sungai cikapundung alir area maribaya kota bandung curug dago pakar bandung nilai historis jejak sejarah raja thailand ala prasasti raja thailand abad tulis nama raja chulalongkom iii rama v raja thailand
243,Kampung Korea Bandung,"Kampung Korea adalah sebuah kawasan di kota Bandung yang dibangun semirip mungkin dengan karakter kota Seoul di Korea Selatan. Tujuan pengembangan kawasan ini adalah sebagai bagian dari kegiatan sister city antara Bandung dengan Seol. Pembangunan dimulai pada tahun 2017 atas inisiatif Ridwan Kamil selaku wali kota Bandung saat itu.\nKeberadaan kampung korea ditujukan untuk meningkatkan pariwisata kota Bandung.",Budaya,Bandung,kampung korea kawasan kota bandung bangun mirip karakter kota seoul korea selatan tuju kembang kawasan giat sister city bandung seol bangun 2017 inisiatif ridwan kamil wali kota bandung kampung korea tingkat pariwisata kota bandung
244,Kampung Batu Malakasari,"Kampung Batu Malakasari adalah sebuah tempat wisata yang didirikan di bekas penambangan batu. Di lokasi tersebut masih terlihat jelas pahatan-pahatan bekas penambangan Batu. Kini, di bekas penambangan batu itu terisi oleh air yang membentuk menjadi sebuah danau. Tempat wisata ini berkonsep wahana wisata pendidikan, petualangan dan kuliner. Biasanya sering dijadikan destinasi field trip sekolah-sekolah di sekitar Bandung. Berbagai wahana dan fasilitasnya sangat lengkap untuk menunjang program field trip sekolah-sekolah.",Taman Hiburan,Bandung,kampung batu malakasari wisata diri bekas tambang batu di lokasi bekas tambang batu kini bekas tambang batu isi air bentuk danau tempat wisata konsep wahana wisata didik tualang kuliner biasa jadi destinasi field trip bandung bagai wahana fasilitas lengkap tunjang program field trip
245,Jendela Alam,"Tidak hanya menikmati alam sekitar yang masih sejuk dan hijau, anak anda juga bisa mengikuti berbagai kegiatan edukasi yang bermanfaat. Berbagai kegiatan edukasi disediakan dan dirancang sedemikian rupa sehingga menarik buat keluarga. Kegiatan edukasi yang tersedia cocok untuk anak mulai dari usia TK sampai dengan SMA.",Taman Hiburan,Bandung,tidak nikmat alam sejuk hijau anak ikut giat edukasi manfaat bagai giat edukasi sedia rancang rupa tarik keluarga giat edukasi sedia cocok anak usia tk sma
246,Curug Tilu Leuwi Opat,"Curug Tilu Leuwi Opat merupakan salah satu wisata curug di Lembang. Tempatnya sendiri cukup luas. Disini ada area outbond, camping, dan tentunya wisata air terjun dan sungai. Area depan berupa lembah dengan sungai jernih. Biasanya outbond, camping, dan permainan dilakukan di area ini. Lokasi curug tilu leuwi opat sebenarnya bertetangga langsung dengan Dusun Bambu lho. Pernah ke dusun bambu? jika naik ke skywalk lutung kasarung, atau mengunjungi area camping, anda bisa melihat lembah yang berbatasan langsung dengan dusun bambu. Nah, lembah itu termasuk ke dalam area wisata curug tilu leuwi opat. Di lembah ini mengalir sungai dengan air jernih yang bersumber dari Situ Lembang.",Cagar Alam,Bandung,curug tilu leuwi opat salah wisata curug lembang tempat luas sini area outbond camping wisata air terjun sungai area lembah sungai jernih biasa outbond camping main area lokasi curug tilu leuwi opat tetangga langsung dusun bambu lho pernah dusun bambu skywalk lutung kasarung unjung area camping lembah bata langsung dusun bambu nah lembah area wisata curug tilu leuwi opat di lembah alir sungai air jernih sumber situ lembang
247,Kiara Artha Park,"Kiara Artha Park merupakan sebuah kawasan terpadu yang memadukan konsep hunian, bisnis, komersial, dan wisata yang ikonik di Kota Bandung dengan luas + 2.9 hektar. Kiara Artha Park sendiri merupakan salah satu dari sekian banyak  ruang publik bertemakan Taman Kota yang ada di Bandung yang terletak di tengah Kota Bandung . Taman ini melengkapi taman-taman tematik lainnya yang sudah ada di Kota Bandung. Taman  kota ini  kini menjadi salah satu tujuan wisata warga Bandung khususnya dan  bagi masyarakat umum. Meskipun Taman ini baru dibuka yaitu pada tanggal 17 Agustus 2019, warga Bandung  dan masyarakat sangat antusias datang dan menikmati berbagai aktivitas dan wahana yang ada.",Taman Hiburan,Bandung,kiara artha park kawasan padu madu konsep huni bisnis komersial wisata ikonik kota bandung luas hektar kiara artha park salah sekian ruang publik tema taman kota bandung letak kota bandung taman lengkap tematik kota bandung taman kota salah tuju wisata warga bandung masyarakat meski taman buka tanggal 17 agustus 2019 warga bandung masyarakat antusias nikmat aktivitas wahana
248,NuArt Sculpture Park,"NuArt Sculpture Park ini merupakan sebuah gallery miliki seorang seniman ternama di Bandung yang bernama Nyoman Nuarta. Terlahir di Tabanan Bali, Nyoman Nuarta akhirnya menetap di Bandung. Dan ada fakta menarik dari seniman berkelas internasional tersebut, dimana ia dahulu rupanya lulusan dari Fakultas Seni Rupa dari perguruan tinggi ternama di Bandung yakni ITB pada tahun 1979 silam. Kehlian Nyoman Nuarta sebagai seorang maestro pemahat dan juga pematung hebat memang sudah dikenal secara internasional, maka dari itu ia pun membuat NuArt Sculpture Park ini untuk memamerkan semua karya seni yang ia miliki selama ini.",Taman Hiburan,Bandung,nuart sculpture park gallery milik seniman nama bandung nama nyoman nuarta lahir taban bal nyoman nuarta tetap bandung dan fakta tarik seniman kelas internasional mana lulu fakultas seni rupa guru nama bandung itb 1979 silam kehlian nyoman nuarta maestro pahat patung hebat kenal internasional nuart sculpture park pamer karya seni milik
249,Upside Down World Bandung,"Upside Down World Bandung pertama kali dibuka pada 10 Oktober 2016 dengan konsep yang sangat unik. Semua furnitur yang berada di Upside Down World ini dipasang terbalik seolah pengunjung berada di langit-langit ruangan. Dengan konsep rumah terbaik tempat wisata ini memiliki keunikan tersendiri. Pengunjung yang datang ke sini kebanyakan para kawula muda yang ingin berfoto dengan latar yang tak biasa. Di dalam bangunan ini terdapat sepuluh ruangan dengan tema yang berbeda-beda layaknya di dalam sebuah rumah. Ada ruang tamu, kamar tidur anak, ruang keluarga, ruang santai, dapur, kamar mandi, dan lain sebagainya. Pengunjung bisa mengambil gambar pada semua ruangan dan hasil foto dapat dicetak di layanan cetak foto. Jika pengunjung merasa tak biasa dan bingung harus bergaya foto seperti apa, maka akan ada petugas yang dapat mengarahkan gayanya. Atau dengan melihat hasil foto para pengunjung sebelumnya yang dipasang di ruangan itu.",Taman Hiburan,Bandung,upside down world bandung kali buka 10 oktober 2016 konsep unik semua furnitur upside down world pasang balik unjung ruang dengan konsep rumah baik wisata milik uni sendiri unjung banyak kawula muda foto latar di bangun puluh ruang tema layak rumah ada ruang tamu kamar tidur anak ruang keluarga ruang santai dapur kamar mandi unjung ambil gambar ruang hasil foto cetak layan cetak foto jika unjung bingung gaya foto tugas arah gaya atau hasil foto unjung pasang ruang
250,Pesona Nirwana Waterpark & Cottages,"Pesona Nirwana Waterpark merupakan sebuah objek wisata wahana air seluas 4000 meter persegi yang berlokasi di Kampung Legok Jeungjing, Desa Panyirapan, Kecamatan Soreang, Kabupaten Bandung.\nBerjarak sekitar 1 Km dari Kantor Pemda Kabupaten Bandung. Lokasi wisata ini dibuka untuk umum setiap hari dan bisa menjadi alternatif pilihan lokasi wisata Kabupaten Bandung selain kawasan wisata Ciwidey\n\nLokasi Pesona Nirwana Waterpark merupakan bekas kawasan tambang galian C dengan tebing curam di hampir sebagian lokasinya dan merupakan bagian dari rencana resort ramah lingkungan dengan total target pembangunan seluas 4 hektar.\nPemilik dari Pesona Nirwana Waterpark adalah I Nyoman Nuarta, seorang pematung asal Bali yang juga terkenal sebagai tokoh pelestarian lingkungan",Taman Hiburan,Bandung,pesona nirwana waterpark objek wisata wahana air luas 4000 meter persegi lokasi kampung legok jeungjing desa panyirapan camat soreang kabupaten 1 km kantor pemda kabupaten bandung lokasi wisata buka alternatif pilih lokasi wisata kabupaten bandung kawasan wisata pesona nirwana waterpark bekas kawasan tambang gali c tebing curam lokasi rencana resort ramah lingkung total target bangun luas 4 pesona nirwana waterpark i nyoman nuarta patung bal kenal tokoh lestari lingkung
